,node_id,project_id,vsn,address,lat,lon,description,start_timestamp,end_timestamp,x,y,612_1,612_2,612_3,612_4,612_5,612_6,612_7,705_1,705_2,705_3,705_4,705_5,705_6,705_7,831_1,831_2,831_3,831_4,831_5,831_6,831_7,1009_1,1009_2,1009_3,1009_4,1009_5,1009_6,1009_7
37,001e0610e532,AoT_Chicago,053,Racine Ave & 18th St Chicago IL,41.857959,-87.65642700000002,AoT Chicago (S) [C],2017/12/15 00:00:00,,445515.4130202569,4634214.04254307,10612,11342,11907,12251,14171,14745,13880,10826,11404,12214,12554,14284,15017,14103,9936,10252,11407,11528,12584,12978,12513,9764,10227,11103,11333,12292,11865,11435
38,001e0610e8cb,AoT_Chicago,054,Western Ave & Addison St Chicago IL,41.946731,-87.68825799999998,AoT Chicago (S) [C],2018/03/14 00:00:00,,442952.4466477489,4644090.894970795,11270,11677,12639,13044,13974,15307,14270,10920,11576,12123,12797,13986,14748,14052,10569,11256,11706,12223,13622,13634,13033,10304,10808,11917,12283,13341,13794,12918
39,001e0610ee5d,AoT_Chicago,056,Long Ave & Fullerton Ave Chicago IL,41.923996,-87.761072,AoT Chicago (S) [C],2018/02/23 00:00:00,,436894.67611792806,4641617.68564965,12725,12958,14629,14865,17098,16268,13881,11999,12476,13847,14478,17782,16208,13328,10306,10859,12007,12289,15433,14661,13077,10513,11014,12094,12145,14042,14009,12188
40,001e0610ef73,AoT_Chicago,057,7801 S Lawndale Ave Chicago IL,41.751142,-87.71299,AoT Chicago (S) [C] {ComEd},2017/01/01 00:00:00,2018/08/15 00:00:00,440722.1789677843,4622392.014599709,12813,13528,15649,16120,17872,18243,16468,12617,13374,14582,15185,17208,17238,15177,12073,12784,14548,15252,16192,16372,14757,11672,12217,12787,13381,15193,14052,12743
41,001e0610e540,AoT_Chicago,05A,Fort Dearborn Dr & 31st St Chicago IL,41.838618,-87.607817,AoT Chicago (S) [C],2017/11/29 00:00:00,,449534.9468558996,4632036.97234877,10729,11003,12637,12570,18917,16212,13719,10451,10609,12710,12718,18087,16234,14021,11464,11920,13160,13658,16993,16029,14216,11115,11521,12249,12713,15527,14845,13067
42,001e0610f6dd,AoT_Chicago,05D,Pulaski Rd & Chicago Ave Chicago IL,41.895355,-87.72606400000002,AoT Chicago (S) [C],2018/02/06 00:00:00,,439770.5114068563,4638412.559286393,10095,10636,11341,11660,13434,13874,13118,9520,9908,11094,11374,12496,13317,12763,9518,9956,10697,10806,12166,12444,11790,9987,10393,11136,11228,12299,12334,11570
43,001e06113ad8,AoT_Chicago,062,Ashland Ave & Roosevelt Rd Chicago IL,41.866786,-87.666306,AoT Chicago (S) [C],2018/02/27 00:00:00,,444703.0407841397,4635200.394210489,10985,11344,11926,12270,13799,13973,13240,10345,10823,11601,11996,13384,13758,12939,10617,11064,11808,12178,14183,13835,12912,10562,11109,12108,12463,13775,13913,12898
44,001e0611441e,AoT_Chicago,067,Ashland Ave & 47th Chicago IL,41.808594,-87.665048,AoT Chicago (S) [C],2018/02/27 00:00:00,,444757.4188869604,4628738.727983202,9207,9926,11140,11515,14356,14100,13055,9861,10299,11019,11314,13135,13408,12419,9188,9780,10738,11058,13014,12939,11965,9489,9950,10817,10966,12474,12129,11292
45,001e06113d83,AoT_Chicago,06A,Clybourn Ave & North Ave Chicago IL,41.910922,-87.649518,AoT Chicago (S) [C],2018/02/23 00:00:00,2018/05/16 00:00:00,446133.38160955074,4640090.025544582,10009,10638,12429,13138,14269,14703,14174,8695,9789,11718,12503,14065,14431,13652,9551,10316,11318,11997,13644,13676,13086,9756,10511,11863,12218,13086,13790,13011
46,001e06112e77,AoT_Chicago,06B,Ashland Ave & 59th St Chicago IL,41.786756,-87.664343,AoT Chicago (S) [C],2018/02/26 00:00:00,,444797.24221229623,4626313.694150627,9919,10594,11883,12365,15013,14788,13856,10147,10620,11411,11834,14240,14033,13054,10260,10789,11777,12302,14015,14586,13461,10060,10615,11688,12148,13835,14275,13229
47,001e0610f6db,AoT_Chicago,06D,Hutchinson Commons UChicago Chicago IL,41.791329,-87.598677,AoT Chicago (S) [C] {UChicago},2018/03/15 00:00:00,,450257.2363252739,4626781.336538519,9703,9723,10850,10444,20362,14934,12103,9266,9429,10282,10103,18496,13884,11092,9155,9241,10213,9731,18197,13847,10929,8822,8971,9752,9463,16512,12643,10171
48,001e06115365,AoT_Chicago,06E,UChicago Chicago IL,41.78843,-87.59913,AoT Chicago (S) [C] {UChicago},2018/04/02 00:00:00,,450217.3544334228,4626459.735906206,10117,10221,11248,12080,16388,14956,13447,9578,9714,10488,11112,15333,13561,12115,9896,10037,10653,11050,16261,14276,12121,9340,9456,10199,10526,13307,12572,11596
49,001e06113cff,AoT_Chicago,070,7801 S Lawndale Ave Chicago IL,41.751142,-87.71299,AoT Chicago (S) [CA] {ComEd},2017/01/01 00:00:00,2018/04/01 00:00:00,440722.1789677843,4622392.014599709,12813,13528,15649,16120,17872,18243,16468,12617,13374,14582,15185,17208,17238,15177,12073,12784,14548,15252,16192,16372,14757,11672,12217,12787,13381,15193,14052,12743
50,001e0611537d,AoT_Chicago,071,Ratner Hall UChicago Chicago IL,41.794167,-87.601646,AoT Chicago (S) [C] {UChicago},2018/03/15 00:00:00,,450012.752680096,4627098.149092458,15048,16251,17770,18611,19663,18195,16466,14573,15689,17062,18094,19225,18801,16679,13684,14709,16064,16607,17584,17790,15423,12251,13129,14542,14992,15806,15212,14087
51,001e06113107,AoT_Chicago,072,7801 S Lawndale Ave Chicago IL,41.751142,-87.71299,AoT Chicago (S) [CA] {ComEd},2017/01/01 00:00:00,,440722.1789677843,4622392.014599709,12813,13528,15649,16120,17872,18243,16468,12617,13374,14582,15185,17208,17238,15177,12073,12784,14548,15252,16192,16372,14757,11672,12217,12787,13381,15193,14052,12743
52,001e06114fd4,AoT_Chicago,073,Martin Luther King Dr & Garfield Blvd Chicago IL,41.794477,-87.615957,AoT Chicago (S) [C],2018/03/08 00:00:00,,448823.97684694367,4627140.987401456,9931,10128,11070,10746,18220,14461,12446,9985,10233,10817,10794,16152,13913,11892,10013,10233,11058,11312,15167,14725,12828,10036,10232,11149,11233,14183,13639,12242
53,001e0610890f,AoT_Chicago,074,"UChicago, Smart Museum Chicago IL",41.793278,-87.600117,AoT Chicago (S) [C] {UChicago},2018/04/12 00:00:00,,450139.09987200494,4626998.559447402,15031,15835,17981,18439,23120,18737,14921,13013,13802,15075,15278,21228,18194,13903,15533,16920,17219,18264,22670,18818,14547,12551,13273,15937,16263,19947,19110,14496
54,001e06113ad6,AoT_Chicago,075,Milwaukee Ave & Wood St Chicago IL,41.906481,-87.671373,AoT Chicago (S) [C],2018/03/09 00:00:00,,444317.0078052679,4639610.907008866,12446,13853,14314,15079,17527,18494,15932,13459,14025,14829,15813,17713,17544,15532,11732,12296,13744,14058,15209,15996,14401,10106,10840,12857,13251,14292,14824,12989
55,001e06109f62,AoT_Chicago,076,Pulaski Rd & 27th St Chicago IL,41.84241,-87.724499,AoT Chicago (S) [C],2018/07/18 00:00:00,,439850.72101070033,4632533.1216338985,9155,9567,10788,10805,15712,14704,13122,9853,10045,10715,10867,13679,13111,12269,9157,9477,10356,10505,13405,12811,11695,9946,10178,10838,10766,13129,12108,11454
56,001e06113ace,AoT_Chicago,077,Martin Luther King Dr & 35th St Chicago IL,41.831070000000004,-87.617298,AoT Chicago (S) [C],2018/03/08 00:00:00,,448741.7447949524,4631204.559164874,10944,11465,12268,12799,14543,14723,13955,10594,11012,11879,12382,13922,14313,13372,10172,10705,11394,11832,13798,13988,13002,10300,10708,11607,11938,13650,13798,12822
57,001e061146bc,AoT_Chicago,079,Ashland Ave & Elston Ave Chicago IL,41.918733,-87.668257,AoT Chicago (S) [C],2018/02/28 00:00:00,,444586.04569784977,4640969.203837937,13201,14269,15666,16179,18019,18945,18138,12678,13721,15266,16009,17968,22567,21051,10893,11281,12629,12892,14430,15634,14694,11411,12108,12626,13103,14710,15514,14554
58,001e06113a24,AoT_Chicago,07A,"UChicago, Oriental Museum Chicago IL",41.788979,-87.597995,AoT Chicago (S) [C] {UChicago},2018/04/12 00:00:00,,450312.0876896647,4626520.032305478,10291,10947,11793,11922,17732,15661,12796,10174,10489,11328,11484,16750,14578,11964,10507,10704,12056,12020,16513,15355,12471,10148,10253,11218,11289,14336,13037,10966
59,001e061144cd,AoT_Chicago,07B,Ashland Ave & Harrison St Chicago IL,41.8742,-87.666599,AoT Chicago (S) [C],2018/05/31 00:00:00,,444685.11686204444,4636023.738468813,13947,15325,16145,17270,21693,19343,16537,12825,13370,15005,15924,19065,17613,14764,12499,13355,14458,15159,18438,18548,15124,11369,12160,13738,14446,16794,17124,14066
60,001e061146cb,AoT_Chicago,07C,606 Path & Miwaukee Ave Chicago IL,41.9140942,-87.683022,AoT Chicago (S) [C],2018/01/11 00:00:00,,443357.5777517145,4640463.812763096,10679,11327,12188,12320,18508,16611,14320,10174,10906,12607,12804,18575,17395,15448,10204,10756,12016,11952,17859,15261,13659,10045,10507,11273,11356,15746,13664,12154
61,001e061144d6,AoT_Chicago,07D,93rd St & Cottage Grove Ave Chicago IL,41.729355,-87.604647,AoT Chicago (S) [C],2018/03/30 00:00:00,,449712.8373097751,4619904.149872069,11320,11757,12967,13300,15647,16964,15506,11408,11933,12783,13387,15280,15807,14520,10566,11137,12133,12626,14941,15230,14068,10206,10674,11939,12335,14146,15472,14392
62,001e0610e539,AoT_Chicago,07E,Cicero Ave & Madison St Chicago IL,41.880497,-87.74526800000002,AoT Chicago (S) [C],2018/02/05 00:00:00,,438163.13669985626,4636776.569104297,10311,10870,11683,11961,13885,14043,13613,10852,11229,11417,11946,13525,14181,14169,10197,10629,11682,11829,13125,13652,12964,10088,10509,11135,11364,12484,12716,12162
63,001e0610f703,AoT_Chicago,07F,Damen Ave & Polk St Chicago IL,41.87148,-87.67644,AoT Chicago (S) [C],2018/02/06 00:00:00,,443866.1192242118,4635728.133235407,10633,11215,12258,12735,15244,15449,14187,10481,10926,11918,12324,14452,14733,13365,10623,11212,12119,12408,14870,15215,13653,10334,10776,11790,12154,14263,14199,13084
64,001e0610b9e9,AoT_Chicago,080,Broadway Ave & Lawrence Ave Chicago IL,41.96904,-87.659672,AoT Chicago (S) [C],2018/02/14 00:00:00,,445340.93002014153,4646549.20609282,13632,14275,16963,17389,17257,19628,19850,14802,15641,19062,20332,21428,27197,25840,12603,12637,15034,15991,15862,16376,16338,10020,11297,12225,12226,13115,15678,14595
65,001e0611462f,AoT_Chicago,081,Wallace St & Pershing Rd Chicago IL,41.823527,-87.641054,AoT Chicago (S) [C],2018/02/27 00:00:00,,446762.87197689665,4630381.535500153,11600,12364,13476,14269,15513,16967,15891,11901,12562,13635,14208,15634,16874,15901,10622,11559,12814,13489,15266,16196,14935,11243,11791,12696,13308,14842,15509,14536
66,001e06115369,AoT_Chicago,082,Pulaski Rd & Addison St Chicago IL,41.946373,-87.72738199999998,AoT Chicago (S) [C],2018/02/23 00:00:00,,439709.2249362818,4644077.926996998,12346,13278,14388,15145,15549,16966,16785,11319,12060,14551,15072,15843,18948,17857,11423,11716,12737,12816,13461,14338,14500,10429,10968,11862,12050,13073,13872,13266
67,001e06113d78,AoT_Chicago,083,Cottage Grove Ave & 95th St Chicago IL,41.722044,-87.60448199999998,AoT Chicago (S) [C],2018/05/31 00:00:00,,449720.8602226449,4619092.355194566,11132,11636,12551,13012,14860,15192,13977,10320,10844,11949,12438,13955,14587,13806,10786,11233,11826,12373,14197,13969,13094,10779,11510,13138,13883,15800,16177,14998
68,001e0610bc12,AoT_Chicago,085,Ashland Ave & 79th St Chicago IL,41.75034,-87.66351800000002,AoT Chicago (S) [C],2018/02/08 00:00:00,2019/05/23 00:00:00,444834.6047250101,4622270.070482082,10174,11034,12045,12617,13850,14642,13792,4951,6965,10354,11119,12658,13921,13384,10204,10619,11511,11860,12713,13427,12598,10106,10654,11631,12070,12921,13373,12503
69,001e0610e835,AoT_Chicago,086,Damen Ave & Lawrence Ave Chicago IL,41.968757000000004,-87.679174,AoT Chicago (S) [C],2018/02/15 00:00:00,,443724.7771521852,4646530.4107940495,14287,15317,16228,17969,20096,18236,16237,13279,14882,15055,16695,19193,19339,16864,12444,13398,14543,15287,17152,19589,15676,13074,13452,14787,15746,17351,18678,15912
70,001e0610e538,AoT_Chicago,087,Cottage Grove Ave & 87th St Chicago IL,41.736593,-87.604759,AoT Chicago (S) [C],2018/02/16 00:00:00,,449709.1687937117,4620707.809849299,9701,10308,11400,11724,14725,14175,13114,10326,10593,11352,11649,13303,13788,12812,9859,10210,10792,11223,12770,12760,11875,9665,10108,10978,11219,13249,12870,11876
71,001e0610eef2,AoT_Chicago,088,Clark St & Wilson Ave Chicago IL,41.965256,-87.66672,AoT Chicago (S) [C],2018/02/14 00:00:00,,444753.67500506307,4646133.592805648,10794,11473,12913,13172,15219,17373,16011,11907,12716,12926,13595,15214,16889,16013,10455,11201,11980,12267,13939,14840,14298,10425,10978,12121,12584,13832,14955,14304
72,001e061130f4,AoT_Chicago,089,Chicago Ave & Noble St Chicago IL,41.896157,-87.662391,AoT Chicago (S) [C],2018/02/06 00:00:00,,445053.118862252,4638458.864812924,12205,12864,13612,14440,16910,16585,15270,12062,12667,13438,14067,16274,16470,14991,10631,11273,12633,13129,15075,15855,14307,10311,10881,12067,12549,14040,14690,13604
73,001e0610ee43,AoT_Chicago,08B,UChicago Chicago IL,41.788608,-87.598713,AoT Chicago (S) [C] {UChicago},2018/02/23 00:00:00,,450252.1413761367,4626479.257066012,9253,9265,10122,9724,20790,14406,11693,8988,9045,9682,9556,18797,13969,11040,9509,9483,9958,10211,17427,13542,11578,8924,8995,9622,9408,15493,12065,10217
74,001e0610f05c,AoT_Chicago,08C,Western Ave & Fullerton Ave Chicago IL,41.924903,-87.687703,AoT Chicago (S) [C],2018/02/07 00:00:00,,442979.00814750826,4641666.996091221,11990,12519,13432,13977,15487,16628,15721,12568,13133,14155,14864,16432,18079,16847,11865,12202,13000,13482,14824,15569,14471,10865,11309,12333,12752,14001,14649,13696
75,001e0610f732,AoT_Chicago,08D,Cicero Ave & Chicago Ave Chicago IL,41.895005,-87.745817,AoT Chicago (S) [C],2018/02/05 00:00:00,,438131.584729196,4638387.754912111,11751,11973,13236,13329,13964,14810,14756,9819,10334,12033,12346,13418,14946,14068,10597,10776,11736,11699,12739,13231,13237,10332,10759,11344,11566,12662,12802,12074
76,001e06113100,AoT_Chicago,08E,Cottage Grove Ave & 111th St Chicago IL,41.692769,-87.609852,AoT Chicago (S) [C],2018/02/08 00:00:00,,449251.1785738375,4615845.280382586,10581,10918,11385,11550,16014,14318,12709,9859,10210,10795,10994,15263,13833,12301,9385,9742,10618,10551,15361,13699,12301,9579,9902,11192,11321,15046,14093,12495
77,001e0610e537,AoT_Chicago,08F,Clark St & Montrose Ave Chicago IL,41.961622,-87.665948,AoT Chicago (S) [C],2018/02/14 00:00:00,,444814.5095478397,4645729.616096698,13420,14360,14239,15220,16707,16894,16145,13221,13822,15492,16819,17936,20264,19552,11184,11767,12503,12907,13840,15762,14677,11261,11740,12685,12944,13775,14963,14155
78,001e0610f513,AoT_Chicago,090A,Milwaukee & Belmont Chicago IL,41.939121,-87.723801,AoT Chicago (S) [C],2018/02/28 00:00:00,,439999.2473537047,4643270.234093211,11569,12174,13181,13661,14502,15714,15246,11621,11913,12886,13531,15172,16864,15793,10383,10805,11835,11861,13425,14223,13586,10448,10882,11680,11769,12823,13383,12530
79,001e06109416,AoT_Chicago,090B,Elston and Cortland Chicago IL,41.916585999999995,-87.66640600000002,AoT Chicago (S) [C],2018/01/01 00:00:00,,444737.6848214139,4640729.63215734,11574,12414,13749,14702,15562,18342,17994,11996,12634,13791,14600,15658,19760,19912,11209,12016,13178,13851,14818,17790,17378,11113,11540,12615,13218,13958,16022,15806
80,001e061146d6,AoT_Chicago,091A,Halsted St & Division St Chicago IL,41.903632,-87.648093,AoT Chicago (S) [C],2018/02/28 00:00:00,,446245.44664296677,4639279.7386749685,10714,11418,12822,13263,16755,16346,14651,10254,10873,12463,12936,16526,16142,14203,10704,11206,12461,12801,16205,15480,13869,9918,10594,11736,12033,14781,14676,12957
81,001e06113d22,AoT_Chicago,092,Kedzie Ave & 51st St Chicago IL,41.800846,-87.703739,AoT Chicago (S) [C],2018/03/02 00:00:00,,441536.4682411264,4627904.092031173,10942,11764,12456,13080,14686,16435,14787,11087,11610,12195,12936,14558,14965,14000,10720,11498,12376,12799,14330,15396,14050,10415,10932,12409,13107,14289,15083,13998
82,001e06113ae8,AoT_Chicago,093,"UChicago, Law School Chicago IL",41.795435999999995,-87.599623,AoT Chicago (S) [C] {UChicago},2018/04/12 00:00:00,,450181.8153455569,4627237.866200221,10762,11061,12351,12507,19034,16695,14153,10079,10401,10612,10600,17884,14538,12349,9795,10089,10943,11114,16829,15246,12836,9343,9702,10785,10809,15368,14012,11829
83,001e06113d20,AoT_Chicago,094,Ohio St & Grand Ave Chicago IL,41.892003100000004,-87.6116431,AoT Chicago (S) [C],2018/05/17 00:00:00,,449259.50635786477,4637966.411928482,10643,11212,11884,12018,17790,15568,13529,10856,11153,11797,12059,16210,15248,13345,10137,10670,11597,11764,15720,14738,12973,10068,10524,11450,11640,14954,13886,12399
84,001e06114503,AoT_Chicago,095,Ave O & 126th Chicago IL,41.66607800000001,-87.539374,AoT Chicago (S) [C],2018/03/02 00:00:00,,455097.4750008324,4612842.836516855,9465,9925,10859,10829,15881,13984,12160,9303,9449,10298,10106,16909,13537,11357,9368,9684,10391,10017,17197,13887,11424,9514,9730,10629,10723,15700,13972,11497
85,001e06113dbc,AoT_Chicago,096,Ave L & 100th St Chicago IL,41.713867,-87.536509,AoT Chicago (S) [C],2018/03/01 00:00:00,,455369.02944909385,4618147.045605225,11583,12182,13239,14073,14934,15859,14577,11531,11963,12850,13518,14774,15876,14461,11156,11650,12562,13280,14589,15253,13931,10662,11143,12134,12632,14057,14758,13380
86,001e061144c0,AoT_Chicago,097,Pulaski Rd & 71st St Chicago IL,41.764122,-87.72242,AoT Chicago (S) [C],2018/03/02 00:00:00,,439950.2679816088,4623839.661241435,10245,10693,11552,12079,13460,14489,13337,10344,10706,11499,11798,13139,13706,12935,9891,10404,10959,11363,13047,13096,12262,10083,10502,11162,11438,13035,13164,12192
87,001e06114fcf,AoT_Chicago,098,Lake Shore Drive & Irving Park Rd Chicago IL,41.954825,-87.645248,AoT Chicago (S) [C],2018/05/07 00:00:00,,446524.19369812636,4644961.828942156,9168,9486,10986,10855,18986,14847,12557,9188,9661,10907,11007,16482,14545,12415,9011,9582,10413,10591,15450,14634,12303,8896,9354,10347,10318,14279,13117,11356
88,001e061146d4,AoT_Chicago,099,Torrence Ave & Brainard Ave Chicago IL,41.65849,-87.559113,AoT Chicago (S) [C],2018/05/31 00:00:00,,453448.7454930743,4612010.866937196,10901,11371,12656,13223,15537,15334,14208,11301,11676,12675,13098,15876,15467,13919,11122,11459,12402,13004,14505,15256,13848,10505,11103,12352,12906,14265,15005,13780
89,001e06109401,AoT_Chicago,09A,Cottage Grove Ave & 115th St Chicago IL,41.685445,-87.611081,AoT Chicago (S) [C],2018/05/31 00:00:00,,449143.1387729967,4615032.868599727,11108,11492,12427,12759,14424,14943,14414,10685,11069,11968,12344,14517,14783,13818,10471,10872,11218,11514,12938,13927,13010,9799,10328,11017,11391,12812,13354,12821
