data_format_version,project_id,data_start_date,data_end_date,creation_date,url
2,AoT_Chicago.complete,2016/09/14 00:00:00,2020/07/01 00:44:53,2020/07/01 00:44:53,http://www.mcs.anl.gov/research/projects/waggle/downloads/datasets/AoT_Chicago.complete.latest.tar
